'CFOO2',2017-10-05-00:00:00'
737363.25,-0.301436991
737363.5,0.115043776
737363.75,-1.656230781
737364,0.167904834
737364.25,0.167777895
737364.5,0.171012794
737364.75,0.548493058
737365,-1.51406383
737365.25,-1.510045823
737365.5,0.587900333
737365.75,-1.568404639
737366,-0.055279189
737366.25,0.330648628
737366.5,-0.59915018
737366.75,-0.554103431
737367,1.623977192
737367.25,-1.196264525
737367.5,1.102687987
737367.75,1.043881631
737368,-1.192968183
737368.25,-1.371473076
737368.5,0.618210347
737368.75,-0.940434716
737369,0.411294857
737369.25,-0.187837388
737369.5,1.141247989
737369.75,1.085397761
737370,0.120260805
737370.25,1.280681882
737370.5,-0.623610985
737370.75,1.010113987
737371,-1.761879173
737371.25,0.362854733
737371.5,-0.174138943
737371.75,0.438132887
737372,0.196524025
737372.25,-0.301339172
737372.5,-1.304390254
737372.75,-0.594767805
737373,-0.663738441
737373.25,-0.612198852
737373.5,-0.214681246
737373.75,-0.237090494
737374,-0.680267158
737374.25,1.372149152
737374.5,-0.580133441
737374.75,-1.367814685
737375,-0.196696306
737375.25,1.865533703
737375.5,-1.983688236
737375.75,-0.773061634
737376,-0.777627638
737376.25,-1.969356542
737376.5,-0.58022857
737376.75,0.328463984
737377,1.617375431
737377.25,-0.360485249
737377.5,-0.197824222
737377.75,1.050842659
737378,0.173772118
737378.25,0.311150797
737378.5,-0.385810184
737378.75,2.035729414
737379,1.785452491
737379.25,-1.184732702
737379.5,-0.226003377
737379.75,-0.259192425
737380,0.96373239
737380.25,-0.52987453
737380.5,0.664003655
737380.75,-1.306818362
737381,0.071214817
737381.25,0.403160631
737381.5,-1.291366856
737381.75,-0.456796243
737382,0.94867053
737382.25,2.114347818
737382.5,0.428636683
737382.75,0.190640357
737383,1.404431842
737383.25,0.339129095
737383.5,-0.83824556
737383.75,-0.153007712
737384,-1.118007237
737384.25,0.449477996
737384.5,0.593672263
737384.75,-0.613494651
737385,-0.751689478
737385.25,1.085836519
737385.5,-2.191945324
737385.75,0.889116206
737386,-0.722524517
737386.25,1.786319219
737386.5,0.64065505
737386.75,-1.02146794
737387,-0.916756223
737387.25,0.820359859
737387.5,-1.305163418
737387.75,0.297528889
737388,0.017597005
737388.25,-1.235990881
737388.5,0.664293355
737388.75,-0.205302375
737389,-0.029570877
737389.25,-0.049040982
737389.5,0.7454515
737389.75,-0.217986011
737390,0.914981218
737390.25,-1.196979854
737390.5,-0.00402149
737390.75,-1.082544644
737391,-1.432088182
737391.25,0.654193109
737391.5,1.952962394
737391.75,0.364865081
737392,-0.500826242
737392.25,0.200806031
737392.5,-0.117475146
737392.75,1.292043755
737393,0.537390951
737393.25,0.181441505
737393.5,1.121443828
737393.75,1.688199496
737394,0.304089015
737394.25,-0.656853535
737394.5,1.476453088
737394.75,0.175485239
737395,0.707389266
737395.25,1.022666801
737395.5,-0.508664728
737395.75,-1.317316781
737396,-0.260843342
737396.25,1.614713598
737396.5,-0.314300866
737396.75,-0.181168471
737397,-0.903105197
737397.25,0.941988684
737397.5,-0.18290887
737397.75,-0.965027429
737398,-0.091848479
737398.25,-1.879356949
737398.5,-0.498350784
737398.75,0.076788441
737399,-0.045970741
737399.25,0.964367583
737399.5,-1.250866973
737399.75,0.031223197
737400,0.526744594
737400.25,0.345875465
737400.5,0.452417385
737400.75,0.312774528
737401,0.155910043
737401.25,-1.408380646
737401.5,-0.151848465
737401.75,-0.011346761
737402,0.998912603
737402.25,0.04837623
737402.5,-0.621225829
737402.75,-0.068458634
737403,-0.724217072
737403.25,0.179431669
737403.5,-0.360876233
737403.75,0.081199119
737404,0.59397623
737404.25,-1.362474887
737404.5,-0.23928705
737404.75,-0.958689489
737405,0.0819564
737405.25,0.211654179
737405.5,-0.309139517
737405.75,1.440257487
737406,0.767355461
737406.25,1.278029117
737406.5,0.977916559
737406.75,1.846957479
737407,0.554113231
737407.25,0.621625225
737407.5,-0.364631587
737407.75,-1.386630721
737408,-0.549016395
737408.25,0.386622017
737408.5,0.855418614
737408.75,-0.776854476
737409,-1.9930915
737409.25,0.489861055
737409.5,0.833724782
737409.75,-0.558405378
737410,0.868695005
737410.25,-0.235914519
737410.5,0.478901489
737410.75,0.227422923
737411,-0.497711388
737411.25,-0.928940422
737411.5,-0.671200531
737411.75,1.481898557
737412,-1.301191125
737412.25,0.568493211
737412.5,-0.34135711
737412.75,0.064153461
737413,-0.69617646
737413.25,0.929139137
737413.5,-0.297544886
737413.75,-0.486840213
737414,-0.779515891
737414.25,-0.083121169
737414.5,0.511511112
737414.75,-0.041405493
737415,1.605737753
737415.25,-0.038679017
737415.5,-0.924995096
737415.75,-1.020881493
737416,0.225367423
737416.25,1.258794542
737416.5,0.33001589
737416.75,0.256232437
737417,0.227507814
737417.25,0.188732434
737417.5,-0.838794005
737417.75,-0.508713235
737418,0.313434843
737418.25,1.958025475
737418.5,0.972973238
737418.75,1.051958904
737419,0.74189714
737419.25,-1.409021406
737419.5,1.165737001
737419.75,-2.728975757
737420,-0.347542768
737420.25,0.601614091
737420.5,0.191877294
737420.75,0.490075271
737421,-1.028756258
737421.25,-1.125905178
737421.5,-0.00247626
737421.75,-0.390793591
737422,-1.164531879
737422.25,-0.825529934
737422.5,0.150983322
737422.75,-2.036871794
737423,-1.525354991
737423.25,1.047061242
737423.5,0.029499554
737423.75,2.464378747
737424,0.446699521
737424.25,0.68074738
737424.5,-0.770774731
737424.75,1.52845605
737425,-0.141213775
737425.25,-1.701526125
737425.5,-1.612856858
737425.75,-0.538935893
737426,0.28600526
737426.25,-2.286519506
737426.5,-0.772885887
737426.75,-0.419206945
737427,0.632717465
737427.25,-0.23679932
737427.5,-1.525940319
737427.75,0.097869472
737428,2.167180281
737428.25,-0.330454749
737428.5,0.075882064
737428.75,0.901238847
737429,-1.090976002
737429.25,-2.456274288
737429.5,0.82714397
737429.75,-0.553805055
737430,1.873652776
737430.25,-0.999591125
737430.5,-0.132523965
737430.75,-1.531434566
737431,-0.643595329
737431.25,0.107416549
737431.5,-0.477069476
737431.75,1.21498567
737432,0.052106385
737432.25,-0.619614742
737432.5,1.020243066
737432.75,-2.008301952
737433,0.043843941
737433.25,0.555755789
737433.5,0.64258188
737433.75,0.698611617
737434,-0.128385615
737434.25,0.948822253
737434.5,-0.013036734
737434.75,-1.955601266
737435,-0.111330404
737435.25,-0.790242428
737435.5,-0.944197625
737435.75,-0.375633446
737436,-0.774686414
737436.25,-0.200834072
737436.5,1.340653883
737436.75,1.218497826
737437,1.578765315
737437.25,-0.641172532
737437.5,0.276608009
737437.75,1.971755959
737438,0.573341274
737438.25,-1.010965153
737438.5,0.751493648
737438.75,0.959854799
737439,-0.367886227
737439.25,-0.721040451
737439.5,0.367876739
737439.75,0.753646684
737440,0.459448415
737440.25,-1.588593697
737440.5,-0.275485613
737440.75,-1.399513662
737441,-1.265908022
737441.25,0.756734875
737441.5,-0.161241528
737441.75,0.106991191
737442,-0.610516754
737442.25,1.049754696
737442.5,-0.892767307
737442.75,-1.839602667
737443,0.406334822
737443.25,0.478242217
737443.5,-0.036828481
737443.75,2.241482596
737444,0.022398928
737444.25,-0.415988354
737444.5,0.130379914
737444.75,-0.451475373
737445,1.153057366
737445.25,-1.490261227
737445.5,-1.113503146
737445.75,-0.077799609
737446,-0.615735658
737446.25,-0.214398995
737446.5,-0.007923138
737446.75,1.348067121
737447,0.719457184
737447.25,-1.22928624
737447.5,-1.012856129
737447.75,-0.35275489
737448,2.069471663
737448.25,-0.748732117
737448.5,-0.506017199
737448.75,-0.487389756
737449,-0.217237586
737449.25,-2.404166017
737449.5,0.783809025
737449.75,-1.077558179
737450,1.065074025
737450.25,1.171030551
737450.5,-1.843097717
737450.75,1.268824336
737451,-1.140099505
737451.25,-1.32815437
737451.5,-0.380337662
737451.75,-0.956015758
737452,-1.792478077
737452.25,0.585817182
737452.5,0.735595956
737452.75,0.409221502
737453,-0.468353294
737453.25,0.829152047
737453.5,0.378241898
737453.75,-0.724114144
737454,0.612590979
737454.25,-0.924143168
737454.5,-1.326374094
737454.75,0.045959769
737455,0.286068043
737455.25,-1.285490706
737455.5,1.671674864
737455.75,-0.372830053
737456,0.835437748
737456.25,-0.090243428
737456.5,-2.046152496
737456.75,-1.759294939
737457,1.118152872
737457.25,-1.010584846
737457.5,2.360625636
737457.75,-0.002211087
737458,0.967113919
737458.25,-0.360869953
737458.5,-0.761457706
737458.75,1.116082719
737459,-0.845713455
737459.25,-1.884058076
737459.5,-1.595541327
737459.75,0.929956988
737460,-0.373155658
737460.25,0.493718092
737460.5,0.468153409
737460.75,-0.898650025
737461,0.106666751
737461.25,0.764912984
737461.5,-0.126840013
737461.75,0.217044151
737462,-0.113805263
737462.25,0.91511993
737462.5,-1.058034475
737462.75,0.981463063
737463,-1.003220883
737463.25,-0.720089772
737463.5,0.059568848
737463.75,-0.816159762
737464,0.446958375
737464.25,0.803086774
737464.5,1.566971974
737464.75,1.052847079
737465,0.754064035
737465.25,0.578085902
737465.5,0.382424244
737465.75,0.149916479
737466,0.780652376
737466.25,-0.561294376
737466.5,0.116027481
737466.75,2.031292986
737467,0.670430654
737467.25,0.342902414
737467.5,0.183377
737467.75,1.79275456
737468,-2.41126696
737468.25,0.120023108
737468.5,-0.491509653
737468.75,-0.972088871
737469,-1.413240518
737469.25,-0.180899239
737469.5,-0.199017907
737469.75,-0.444378993
737470,0.383421296
737470.25,-0.519959567
737470.5,-0.078026194
737470.75,0.952303017
737471,-1.149663734
737471.25,0.403450415
737471.5,-0.44782936
737471.75,-0.225826077
737472,0.47128263
