DISP01, '2000-01-01-00:00:00' 
730896.190000,24.121526
730896.520000,24.130303
730896.850000,24.145014
730897.180000,24.139958
730897.510000,24.156953
730897.840000,24.138338
730898.170000,24.126647
730898.500000,24.134388
730898.830000,24.120982
730899.160000,24.097543
730899.490000,24.094654
730899.820000,24.111021
730900.150000,24.093552
730900.480000,24.111388
730900.810000,24.119776
730901.140000,24.085174
730901.470000,24.096367
730901.800000,24.079736
730902.130000,24.044278
730902.460000,24.054714
730902.790000,24.076941
730903.120000,24.053588
730903.450000,24.034514
730903.780000,24.037199
730904.110000,24.042004
730904.440000,24.007307
730904.770000,23.995407
730905.100000,23.973682
730905.430000,23.961793
730905.760000,23.957414
730906.090000,23.930610
730906.420000,23.947335
730906.750000,23.914246
730907.080000,23.905650
730907.410000,23.912291
730907.740000,23.902409
730908.070000,23.878237
730908.400000,23.863275
730908.730000,23.830708
730909.060000,23.814416
730909.390000,23.815322
730909.720000,23.763154
730910.050000,23.736697
730910.380000,23.705870
730910.710000,23.716714
730911.040000,23.688840
730911.370000,23.651489
730911.700000,23.635510
730912.030000,23.628200
730912.360000,23.600191
730912.690000,23.581029
730913.020000,23.557129
730913.350000,23.535820
730913.680000,23.530314
730914.010000,23.518608
730914.340000,23.493239
730914.670000,23.467538
730915.000000,23.424719
730915.330000,23.394583
730915.660000,23.369880
730915.990000,23.351468
730916.320000,23.335203
730916.650000,23.336801
730916.980000,23.288602
730917.310000,23.268913
730917.640000,23.215939
730917.970000,23.195988
730918.300000,23.205554
730918.630000,23.170351
730918.960000,23.153070
730919.290000,23.101260
730919.620000,23.065842
730919.950000,23.024105
730920.280000,23.019784
730920.610000,22.956578
730920.940000,22.930279
730921.270000,22.915359
730921.600000,22.859189
730921.930000,22.825265
730922.260000,22.837790
730922.590000,22.768890
730922.920000,22.727769
730923.250000,22.680960
730923.580000,22.656009
730923.910000,22.605628
730924.240000,22.545951
730924.570000,22.517256
730924.900000,22.475381
730925.230000,22.457579
730925.560000,22.427633
730925.890000,22.368916
730926.220000,22.335545
730926.550000,22.279213
730926.880000,22.270850
730927.210000,22.222682
730927.540000,22.164337
730927.870000,22.121904
730928.200000,22.092816
730928.530000,22.025755
730928.860000,21.983303
730929.190000,21.964459
730929.520000,21.937312
730929.850000,21.904485
730930.180000,21.871339
730930.510000,21.799140
730930.840000,21.760013
730931.170000,21.688037
730931.500000,21.666320
730931.830000,21.606980
730932.160000,21.567865
730932.490000,21.526364
730932.820000,21.506835
730933.150000,21.449847
730933.480000,21.389766
730933.810000,21.350854
730934.140000,21.293244
730934.470000,21.210923
730934.800000,21.188241
730935.130000,21.140430
730935.460000,21.079885
730935.790000,21.030016
730936.120000,20.974698
730936.450000,20.954831
730936.780000,20.905140
730937.110000,20.825035
730937.440000,20.768731
730937.770000,20.728684
730938.100000,20.667813
730938.430000,20.603396
730938.760000,20.559858
730939.090000,20.510978
730939.420000,20.458980
730939.750000,20.418456
730940.080000,20.362454
730940.410000,20.345509
730940.740000,20.243466
730941.070000,20.188446
730941.400000,20.135934
730941.730000,20.090882
730942.060000,20.032896
730942.390000,19.996418
730942.720000,19.937412
730943.050000,19.887460
730943.380000,19.783440
730943.710000,19.758595
730944.040000,19.714796
730944.370000,19.646041
730944.700000,19.571235
730945.030000,19.510863
730945.360000,19.455087
730945.690000,19.400718
730946.020000,19.328744
730946.350000,19.292298
730946.680000,19.220700
730947.010000,19.155748
730947.340000,19.093459
730947.670000,19.035620
730948.000000,18.985434
730948.330000,18.922252
730948.660000,18.883699
730948.990000,18.797270
730949.320000,18.703537
730949.650000,18.649876
730949.980000,18.584393
730950.310000,18.502808
730950.640000,18.404372
730950.970000,18.379136
730951.300000,18.323477
730951.630000,18.255847
730951.960000,18.202738
730952.290000,18.151018
730952.620000,18.074326
730952.950000,17.988592
730953.280000,17.938570
730953.610000,17.889009
730953.940000,17.825531
730954.270000,17.743382
730954.600000,17.638641
730954.930000,17.573852
730955.260000,17.492402
730955.590000,17.440486
730955.920000,17.381548
730956.250000,17.287924
730956.580000,17.243405
730956.910000,17.186348
730957.240000,17.096234
730957.570000,17.039382
730957.900000,17.010103
730958.230000,16.934839
730958.560000,16.833377
730958.890000,16.774408
730959.220000,16.702774
730959.550000,16.658907
730959.880000,16.558722
730960.210000,16.489802
730960.540000,16.436047
730960.870000,16.361709
730961.200000,16.297596
730961.530000,16.241170
730961.860000,16.111965
730962.190000,16.046108
730962.520000,15.992689
730962.850000,15.902791
730963.180000,15.824576
730963.510000,15.772030
730963.840000,15.684777
730964.170000,15.578335
730964.500000,15.514413
730964.830000,15.414862
730965.160000,15.345356
730965.490000,15.287587
730965.820000,15.220645
730966.150000,15.147135
730966.480000,15.073317
730966.810000,14.996215
730967.140000,14.949287
730967.470000,14.881289
730967.800000,14.765734
730968.130000,14.699403
730968.460000,14.612144
730968.790000,14.566142
730969.120000,14.470937
730969.450000,14.420966
730969.780000,14.321649
730970.110000,14.228424
730970.440000,14.146762
730970.770000,14.068293
730971.100000,13.957601
730971.430000,13.923555
730971.760000,13.858899
730972.090000,13.765204
730972.420000,13.704087
730972.750000,13.624836
730973.080000,13.539805
730973.410000,13.487239
730973.740000,13.409412
730974.070000,13.311358
730974.400000,13.240687
730974.730000,13.195314
730975.060000,13.116890
730975.390000,13.043929
730975.720000,12.958953
730976.050000,12.884558
730976.380000,12.804026
730976.710000,12.701417
730977.040000,12.598526
730977.370000,12.539532
730977.700000,12.444134
730978.030000,12.361061
730978.360000,12.290220
730978.690000,12.203936
730979.020000,12.120368
730979.350000,12.080499
730979.680000,11.979365
730980.010000,11.921405
730980.340000,11.866519
730980.670000,11.780974
730981.000000,11.683320
730981.330000,11.583008
730981.660000,11.530896
730981.990000,11.436643
730982.320000,11.344775
730982.650000,11.264821
730982.980000,11.180878
730983.310000,11.110165
730983.640000,11.034168
730983.970000,10.960039
730984.300000,10.848447
730984.630000,10.747923
730984.960000,10.679638
730985.290000,10.614753
730985.620000,10.524590
730985.950000,10.434267
730986.280000,10.387671
730986.610000,10.288714
730986.940000,10.225106
730987.270000,10.152914
730987.600000,10.062604
730987.930000,9.979434
730988.260000,9.907160
730988.590000,9.856350
730988.920000,9.758666
730989.250000,9.699757
730989.580000,9.614818
730989.910000,9.516610
730990.240000,9.467023
730990.570000,9.373253
730990.900000,9.276539
730991.230000,9.185853
730991.560000,9.132729
730991.890000,9.041580
730992.220000,8.948350
730992.550000,8.892297
730992.880000,8.798252
730993.210000,8.717093
730993.540000,8.615333
730993.870000,8.546543
730994.200000,8.468574
730994.530000,8.373728
730994.860000,8.312357
730995.190000,8.215851
730995.520000,8.139573
730995.850000,8.057288
730996.180000,7.958938
730996.510000,7.909595
730996.840000,7.821105
730997.170000,7.734481
730997.500000,7.657929
730997.830000,7.590404
730998.160000,7.523021
730998.490000,7.442675
730998.820000,7.352591
730999.150000,7.304394
730999.480000,7.217875
730999.810000,7.128038
731000.140000,7.042815
731000.470000,6.936484
731000.800000,6.866513
731001.130000,6.776650
731001.460000,6.719838
731001.790000,6.623258
731002.120000,6.574090
731002.450000,6.506095
731002.780000,6.406984
731003.110000,6.326471
731003.440000,6.253999
731003.770000,6.169479
731004.100000,6.105208
731004.430000,6.013259
731004.760000,5.965040
731005.090000,5.878833
731005.420000,5.797638
731005.750000,5.721042
731006.080000,5.645784
731006.410000,5.552023
731006.740000,5.472505
731007.070000,5.413608
731007.400000,5.324796
731007.730000,5.251249
731008.060000,5.199519
731008.390000,5.134980
731008.720000,5.047957
731009.050000,4.960819
731009.380000,4.917817
731009.710000,4.800045
731010.040000,4.730747
731010.370000,4.655146
731010.700000,4.565898
731011.030000,4.524710
731011.360000,4.458796
731011.690000,4.359980
731012.020000,4.291043
731012.350000,4.221928
731012.680000,4.127240
731013.010000,4.046686
731013.340000,3.954411
731013.670000,3.891809
731014.000000,3.835536
731014.330000,3.771644
731014.660000,3.667764
731014.990000,3.626379
731015.320000,3.552688
731015.650000,3.478445
731015.980000,3.398263
731016.310000,3.340539
731016.640000,3.264696
731016.970000,3.182960
731017.300000,3.132505
731017.630000,3.043584
731017.960000,2.982999
731018.290000,2.929033
731018.620000,2.849388
731018.950000,2.777192
731019.280000,2.684174
731019.610000,2.652333
731019.940000,2.583402
731020.270000,2.520562
731020.600000,2.449482
731020.930000,2.370328
731021.260000,2.284047
731021.590000,2.237147
731021.920000,2.162217
731022.250000,2.102004
731022.580000,2.041817
731022.910000,1.976219
731023.240000,1.913260
731023.570000,1.874816
731023.900000,1.801044
731024.230000,1.716964
731024.560000,1.670706
731024.890000,1.587780
731025.220000,1.511022
731025.550000,1.463683
731025.880000,1.388373
731026.210000,1.321101
731026.540000,1.256369
731026.870000,1.203227
731027.200000,1.144971
731027.530000,1.055017
731027.860000,1.017677
731028.190000,0.923142
731028.520000,0.856299
731028.850000,0.820849
731029.180000,0.760976
731029.510000,0.696226
731029.840000,0.632402
731030.170000,0.605877
731030.500000,0.515171
731030.830000,0.476487
731031.160000,0.405694
731031.490000,0.367612
731031.820000,0.296120
731032.150000,0.227908
731032.480000,0.171994
731032.810000,0.102567
731033.140000,0.075742
731033.470000,0.012887
731033.800000,-0.043553
731034.130000,-0.085158
731034.460000,-0.110164
731034.790000,-0.187971
731035.120000,-0.271199
731035.450000,-0.336970
731035.780000,-0.374660
731036.110000,-0.428179
731036.440000,-0.477239
731036.770000,-0.523347
731037.100000,-0.597967
731037.430000,-0.659174
731037.760000,-0.703977
731038.090000,-0.739134
731038.420000,-0.802985
731038.750000,-0.843390
731039.080000,-0.894436
731039.410000,-0.941078
731039.740000,-0.979565
731040.070000,-1.053248
731040.400000,-1.090482
731040.730000,-1.127961
731041.060000,-1.178630
731041.390000,-1.230630
731041.720000,-1.287838
731042.050000,-1.359830
731042.380000,-1.396962
731042.710000,-1.446912
731043.040000,-1.474103
731043.370000,-1.528696
731043.700000,-1.600820
731044.030000,-1.652614
731044.360000,-1.677148
731044.690000,-1.717317
731045.020000,-1.738592
731045.350000,-1.787981
731045.680000,-1.865378
731046.010000,-1.892481
731046.340000,-1.940773
731046.670000,-1.970753
731047.000000,-2.041005
731047.330000,-2.068815
731047.660000,-2.126534
731047.990000,-2.175423
731048.320000,-2.200840
731048.650000,-2.244476
731048.980000,-2.301580
731049.310000,-2.341646
731049.640000,-2.368616
731049.970000,-2.388278
731050.300000,-2.475648
731050.630000,-2.487831
731050.960000,-2.512303
731051.290000,-2.548300
731051.620000,-2.587057
731051.950000,-2.620379
731052.280000,-2.668558
731052.610000,-2.698820
731052.940000,-2.732323
731053.270000,-2.767235
731053.600000,-2.799596
731053.930000,-2.861481
731054.260000,-2.885774
731054.590000,-2.916163
731054.920000,-2.955432
731055.250000,-2.982570
731055.580000,-3.007577
731055.910000,-3.044410
731056.240000,-3.052152
731056.570000,-3.102572
731056.900000,-3.124797
731057.230000,-3.126602
731057.560000,-3.168784
731057.890000,-3.202253
731058.220000,-3.204527
731058.550000,-3.249700
731058.880000,-3.266003
731059.210000,-3.307216
731059.540000,-3.349217
731059.870000,-3.349947
731060.200000,-3.366834
731060.530000,-3.408317
731060.860000,-3.451738
731061.190000,-3.469080
731061.520000,-3.481200
731061.850000,-3.525112
731062.180000,-3.514755
731062.510000,-3.546825
731062.840000,-3.586857
731063.170000,-3.615286
731063.500000,-3.659598
731063.830000,-3.643508
731064.160000,-3.671467
731064.490000,-3.700258
731064.820000,-3.724848
731065.150000,-3.740611
731065.480000,-3.747567
731065.810000,-3.766596
731066.140000,-3.796945
731066.470000,-3.817783
731066.800000,-3.843319
731067.130000,-3.851176
731067.460000,-3.852360
731067.790000,-3.879587
731068.120000,-3.889286
731068.450000,-3.898808
731068.780000,-3.926144
731069.110000,-3.912000
731069.440000,-3.913278
731069.770000,-3.945262
731070.100000,-3.976438
731070.430000,-3.993165
731070.760000,-4.016583
731071.090000,-3.981682
731071.420000,-3.989657
731071.750000,-4.016260
731072.080000,-4.035083
731072.410000,-4.072843
731072.740000,-4.061396
731073.070000,-4.080808
731073.400000,-4.105652
731073.730000,-4.076045
731074.060000,-4.082276
731074.390000,-4.104829
731074.720000,-4.127110
731075.050000,-4.110598
731075.380000,-4.119605
731075.710000,-4.109780
731076.040000,-4.111993
731076.370000,-4.107396
731076.700000,-4.138494
731077.030000,-4.110912
731077.360000,-4.150173
731077.690000,-4.140575
731078.020000,-4.148675
731078.350000,-4.143459
731078.680000,-4.159492
731079.010000,-4.145210
731079.340000,-4.148294
731079.670000,-4.154441
731080.000000,-4.186069
731080.330000,-4.170978
731080.660000,-4.182114
731080.990000,-4.151905
731081.320000,-4.140249
731081.650000,-4.146420
731081.980000,-4.156428
731082.310000,-4.145984
731082.640000,-4.106014
731082.970000,-4.104218
731083.300000,-4.112177
731083.630000,-4.098656
731083.960000,-4.065557
731084.290000,-4.071215
731084.620000,-4.100639
731084.950000,-4.070759
731085.280000,-4.063125
731085.610000,-4.053801
731085.940000,-4.043134
731086.270000,-4.034986
731086.600000,-4.040794
731086.930000,-4.020304
731087.260000,-3.989065
731087.590000,-3.975301
731087.920000,-3.967663
731088.250000,-3.951577
731088.580000,-3.955336
731088.910000,-3.951664
731089.240000,-3.909832
731089.570000,-3.887065
731089.900000,-3.884535
731090.230000,-3.870963
731090.560000,-3.868545
731090.890000,-3.840974
731091.220000,-3.814277
731091.550000,-3.804405
731091.880000,-3.780769
731092.210000,-3.780151
731092.540000,-3.762200
731092.870000,-3.749425
731093.200000,-3.736747
731093.530000,-3.699782
731093.860000,-3.682787
731094.190000,-3.700378
731094.520000,-3.654633
731094.850000,-3.635768
731095.180000,-3.623007
731095.510000,-3.594558
731095.840000,-3.564166
731096.170000,-3.559543
731096.500000,-3.517608
731096.830000,-3.493689
731097.160000,-3.490977
731097.490000,-3.449946
731097.820000,-3.410987
731098.150000,-3.385958
731098.480000,-3.380098
731098.810000,-3.350416
731099.140000,-3.337698
731099.470000,-3.319205
731099.800000,-3.260524
731100.130000,-3.257858
731100.460000,-3.216638
731100.790000,-3.181402
731101.120000,-3.126346
731101.450000,-3.125158
731101.780000,-3.076618
731102.110000,-3.051590
731102.440000,-2.985830
731102.770000,-2.958794
731103.100000,-2.931427
731103.430000,-2.904557
731103.760000,-2.867287
731104.090000,-2.853349
731104.420000,-2.833034
731104.750000,-2.803605
731105.080000,-2.780602
731105.410000,-2.720445
731105.740000,-2.704482
731106.070000,-2.665431
731106.400000,-2.624820
731106.730000,-2.623467
731107.060000,-2.575433
731107.390000,-2.534927
731107.720000,-2.491589
731108.050000,-2.467402
731108.380000,-2.431964
731108.710000,-2.393326
731109.040000,-2.328219
731109.370000,-2.279889
731109.700000,-2.264166
731110.030000,-2.214211
731110.360000,-2.202016
731110.690000,-2.127745
731111.020000,-2.080668
731111.350000,-2.058094
731111.680000,-2.027206
731112.010000,-1.958688
731112.340000,-1.918394
731112.670000,-1.873416
731113.000000,-1.847998
731113.330000,-1.799314
731113.660000,-1.748246
731113.990000,-1.691620
731114.320000,-1.657821
731114.650000,-1.622316
731114.980000,-1.571134
731115.310000,-1.502837
731115.640000,-1.467234
731115.970000,-1.432627
731116.300000,-1.364654
731116.630000,-1.324037
731116.960000,-1.284318
731117.290000,-1.240491
731117.620000,-1.173545
731117.950000,-1.109553
731118.280000,-1.074100
731118.610000,-1.024879
731118.940000,-0.980352
731119.270000,-0.934649
731119.600000,-0.861722
731119.930000,-0.804103
731120.260000,-0.716989
731120.590000,-0.680098
731120.920000,-0.632343
731121.250000,-0.577679
731121.580000,-0.543409
731121.910000,-0.482600
731122.240000,-0.428837
731122.570000,-0.354506
731122.900000,-0.294627
731123.230000,-0.257567
731123.560000,-0.201625
731123.890000,-0.139116
731124.220000,-0.087821
731124.550000,-0.021877
731124.880000,0.014388
731125.210000,0.075282
731125.540000,0.134311
731125.870000,0.150642
731126.200000,0.256015
731126.530000,0.316138
731126.860000,0.364695
731127.190000,0.436928
731127.520000,0.479556
731127.850000,0.538919
731128.180000,0.602300
731128.510000,0.630450
731128.840000,0.698417
731129.170000,0.773256
731129.500000,0.833883
731129.830000,0.881867
731130.160000,0.951351
731130.490000,1.013264
731130.820000,1.073842
731131.150000,1.143002
731131.480000,1.210726
731131.810000,1.240068
731132.140000,1.322615
731132.470000,1.387618
731132.800000,1.474801
731133.130000,1.550832
731133.460000,1.589327
731133.790000,1.620685
731134.120000,1.692960
731134.450000,1.782697
731134.780000,1.852869
731135.110000,1.917323
731135.440000,1.967487
731135.770000,2.031832
731136.100000,2.100444
731136.430000,2.174547
731136.760000,2.223211
731137.090000,2.298146
731137.420000,2.385113
731137.750000,2.436874
731138.080000,2.522123
731138.410000,2.575972
731138.740000,2.662111
731139.070000,2.748004
731139.400000,2.793690
731139.730000,2.860278
731140.060000,2.922586
731140.390000,3.005038
731140.720000,3.057366
731141.050000,3.124194
731141.380000,3.177853
731141.710000,3.251642
731142.040000,3.326014
731142.370000,3.407186
731142.700000,3.482876
731143.030000,3.569517
731143.360000,3.631015
731143.690000,3.697850
731144.020000,3.772163
731144.350000,3.861822
731144.680000,3.906890
731145.010000,3.968929
731145.340000,4.013300
731145.670000,4.103773
731146.000000,4.179138
731146.330000,4.266229
731146.660000,4.348626
731146.990000,4.416580
731147.320000,4.476751
731147.650000,4.553850
731147.980000,4.635214
731148.310000,4.715156
731148.640000,4.835628
731148.970000,4.889881
731149.300000,4.951056
731149.630000,5.027813
731149.960000,5.106121
731150.290000,5.198439
731150.620000,5.277935
731150.950000,5.324119
731151.280000,5.408400
731151.610000,5.481959
731151.940000,5.558560
731152.270000,5.625330
731152.600000,5.708901
731152.930000,5.771689
731153.260000,5.867024
731153.590000,5.948610
731153.920000,5.987739
731154.250000,6.104334
731154.580000,6.184226
731154.910000,6.248019
731155.240000,6.277013
731155.570000,6.381110
731155.900000,6.486855
731156.230000,6.538040
731156.560000,6.640506
731156.890000,6.716975
731157.220000,6.801387
731157.550000,6.891216
731157.880000,6.979007
731158.210000,7.053456
731158.540000,7.131065
731158.870000,7.212921
731159.200000,7.281752
731159.530000,7.354759
731159.860000,7.420590
731160.190000,7.504149
731160.520000,7.587987
731160.850000,7.670431
731161.180000,7.754773
731161.510000,7.848672
731161.840000,7.908901
731162.170000,8.007524
731162.500000,8.057720
731162.830000,8.149733
731163.160000,8.246512
731163.490000,8.324883
731163.820000,8.378786
731164.150000,8.459409
731164.480000,8.574690
731164.810000,8.623780
731165.140000,8.708578
731165.470000,8.772514
731165.800000,8.840027
731166.130000,8.926628
731166.460000,9.021530
731166.790000,9.105850
731167.120000,9.200488
731167.450000,9.278787
731167.780000,9.367705
731168.110000,9.441557
731168.440000,9.507471
731168.770000,9.581037
731169.100000,9.656879
731169.430000,9.759268
731169.760000,9.826533
731170.090000,9.887550
731170.420000,9.974615
731170.750000,10.045972
731171.080000,10.132011
731171.410000,10.221533
731171.740000,10.311832
731172.070000,10.393855
731172.400000,10.450585
731172.730000,10.536206
731173.060000,10.623270
731173.390000,10.705304
731173.720000,10.768688
731174.050000,10.830161
731174.380000,10.911699
731174.710000,11.025647
731175.040000,11.089104
731175.370000,11.175259
731175.700000,11.249268
731176.030000,11.320690
731176.360000,11.420327
731176.690000,11.510267
731177.020000,11.568691
731177.350000,11.652820
731177.680000,11.735968
731178.010000,11.816311
731178.340000,11.899327
731178.670000,11.991990
731179.000000,12.051863
731179.330000,12.140706
731179.660000,12.214090
731179.990000,12.298472
731180.320000,12.385530
731180.650000,12.447467
731180.980000,12.536030
731181.310000,12.606071
731181.640000,12.708508
731181.970000,12.759090
731182.300000,12.860235
731182.630000,12.941801
731182.960000,13.012712
731183.290000,13.099980
731183.620000,13.159989
731183.950000,13.278746
731184.280000,13.331545
731184.610000,13.407692
731184.940000,13.481540
731185.270000,13.557098
731185.600000,13.622258
731185.930000,13.685903
731186.260000,13.786519
731186.590000,13.875342
731186.920000,13.957712
731187.250000,14.056478
731187.580000,14.110040
731187.910000,14.194462
731188.240000,14.254835
731188.570000,14.350310
731188.900000,14.431626
731189.230000,14.487733
731189.560000,14.554068
731189.890000,14.644279
731190.220000,14.733832
731190.550000,14.806644
731190.880000,14.865792
731191.210000,14.936660
731191.540000,15.019114
731191.870000,15.098463
731192.200000,15.153009
731192.530000,15.220445
731192.860000,15.304052
731193.190000,15.365336
731193.520000,15.468042
731193.850000,15.521518
731194.180000,15.597668
731194.510000,15.666440
731194.840000,15.767842
731195.170000,15.827827
731195.500000,15.912661
731195.830000,15.965951
731196.160000,16.016537
731196.490000,16.094891
731196.820000,16.190868
731197.150000,16.265016
731197.480000,16.335188
731197.810000,16.392510
731198.140000,16.506136
731198.470000,16.533725
731198.800000,16.601600
731199.130000,16.659019
731199.460000,16.739193
731199.790000,16.817306
731200.120000,16.854668
731200.450000,16.969338
731200.780000,17.074730
731201.110000,17.112460
731201.440000,17.170954
731201.770000,17.228953
731202.100000,17.313859
731202.430000,17.386926
731202.760000,17.460035
731203.090000,17.501503
731203.420000,17.590292
731203.750000,17.680430
731204.080000,17.707837
731204.410000,17.795362
731204.740000,17.872258
731205.070000,17.916983
731205.400000,18.016783
731205.730000,18.068014
731206.060000,18.145107
731206.390000,18.198462
731206.720000,18.288535
731207.050000,18.328838
731207.380000,18.386993
731207.710000,18.441635
731208.040000,18.509465
731208.370000,18.573579
731208.700000,18.637418
731209.030000,18.693123
731209.360000,18.755664
731209.690000,18.840206
731210.020000,18.875875
731210.350000,18.954381
731210.680000,19.009946
731211.010000,19.087847
731211.340000,19.148634
731211.670000,19.210636
731212.000000,19.280082
731212.330000,19.343498
731212.660000,19.395142
731212.990000,19.451253
731213.320000,19.501060
731213.650000,19.573772
731213.980000,19.643481
731214.310000,19.709225
731214.640000,19.770086
731214.970000,19.807782
731215.300000,19.869546
731215.630000,19.905771
731215.960000,19.962554
731216.290000,20.012217
731216.620000,20.093373
731216.950000,20.129427
731217.280000,20.207168
731217.610000,20.261412
731217.940000,20.264503
731218.270000,20.337470
731218.600000,20.431879
731218.930000,20.467199
731219.260000,20.533923
731219.590000,20.567925
731219.920000,20.636219
731220.250000,20.700066
731220.580000,20.729518
731220.910000,20.770173
731221.240000,20.832789
731221.570000,20.867571
731221.900000,20.933004
731222.230000,20.976997
731222.560000,21.030628
731222.890000,21.122217
731223.220000,21.143381
731223.550000,21.209624
731223.880000,21.227485
731224.210000,21.289373
731224.540000,21.328226
731224.870000,21.370779
731225.200000,21.427944
731225.530000,21.446388
731225.860000,21.515021
731226.190000,21.569322
731226.520000,21.620489
731226.850000,21.648694
731227.180000,21.708209
731227.510000,21.733443
731227.840000,21.795840
731228.170000,21.851512
731228.500000,21.884685
731228.830000,21.932402
731229.160000,21.986912
731229.490000,22.015018
731229.820000,22.041368
731230.150000,22.102322
731230.480000,22.152827
731230.810000,22.189322
731231.140000,22.216701
731231.470000,22.267779
731231.800000,22.304251
731232.130000,22.354877
731232.460000,22.387904
731232.790000,22.418723
731233.120000,22.461498
731233.450000,22.504266
731233.780000,22.505872
731234.110000,22.557202
731234.440000,22.577328
731234.770000,22.625152
731235.100000,22.661880
731235.430000,22.736362
731235.760000,22.726478
731236.090000,22.809090
731236.420000,22.795635
731236.750000,22.802230
731237.080000,22.850361
731237.410000,22.891880
731237.740000,22.926252
731238.070000,22.974167
731238.400000,23.012081
731238.730000,23.052173
731239.060000,23.081283
731239.390000,23.116070
731239.720000,23.135945
731240.050000,23.187641
731240.380000,23.213634
731240.710000,23.240008
731241.040000,23.273104
731241.370000,23.303145
731241.700000,23.296670
731242.030000,23.312686
731242.360000,23.352663
731242.690000,23.374338
731243.020000,23.403061
731243.350000,23.442063
731243.680000,23.428535
731244.010000,23.450881
731244.340000,23.499713
731244.670000,23.532965
731245.000000,23.557895
731245.330000,23.606316
731245.660000,23.623685
731245.990000,23.628206
731246.320000,23.664586
731246.650000,23.676295
731246.980000,23.665331
731247.310000,23.706714
731247.640000,23.720942
731247.970000,23.752039
731248.300000,23.768929
731248.630000,23.802130
731248.960000,23.805428
731249.290000,23.810564
731249.620000,23.823941
731249.950000,23.841591
731250.280000,23.864115
731250.610000,23.864356
731250.940000,23.881994
731251.270000,23.907513
731251.600000,23.904873
731251.930000,23.928599
731252.260000,23.918939
731252.590000,23.921634
731252.920000,23.949518
731253.250000,23.981003
731253.580000,24.001749
731253.910000,23.995300
731254.240000,24.017400
731254.570000,24.023390
731254.900000,24.054921
731255.230000,24.066501
731255.560000,24.060130
731255.890000,24.027634
731256.220000,24.079614
731256.550000,24.085081
731256.880000,24.090361
731257.210000,24.120978
731257.540000,24.113605
731257.870000,24.111089
731258.200000,24.127956
731258.530000,24.109147
731258.860000,24.127812
731259.190000,24.143754
731259.520000,24.115071
731259.850000,24.107440
731260.180000,24.142384
731260.510000,24.149366
731260.840000,24.125712
731261.170000,24.157510
731261.500000,24.169633
731261.830000,24.131022
731262.160000,24.154409
731262.490000,24.149955
731262.820000,24.161262
731263.150000,24.152403
731263.480000,24.140109
731263.810000,24.153060
731264.140000,24.118467
731264.470000,24.126382
731264.800000,24.148125
731265.130000,24.147806
731265.460000,24.130920
731265.790000,24.112047
731266.120000,24.101563
731266.450000,24.088643
731266.780000,24.083357
731267.110000,24.094562
731267.440000,24.084389
731267.770000,24.040914
731268.100000,24.023185
731268.430000,24.027701
731268.760000,24.039988
731269.090000,24.034111
731269.420000,24.031024
731269.750000,23.996274
731270.080000,23.995819
731270.410000,23.963392
731270.740000,23.957102
731271.070000,23.966156
731271.400000,23.967129
731271.730000,23.943428
731272.060000,23.928970
731272.390000,23.937481
731272.720000,23.872780
731273.050000,23.892162
731273.380000,23.862516
731273.710000,23.845613
731274.040000,23.826788
731274.370000,23.793269
731274.700000,23.781826
731275.030000,23.762948
731275.360000,23.754435
731275.690000,23.716696
731276.020000,23.705384
731276.350000,23.676735
731276.680000,23.632035
731277.010000,23.624834
731277.340000,23.605967
731277.670000,23.590209
731278.000000,23.554626
731278.330000,23.571906
731278.660000,23.518546
731278.990000,23.518931
731279.320000,23.499404
731279.650000,23.451720
731279.980000,23.451105
731280.310000,23.405216
731280.640000,23.376369
731280.970000,23.385744
731281.300000,23.377028
731281.630000,23.338680
731281.960000,23.296432
731282.290000,23.289046
731282.620000,23.268074
731282.950000,23.212941
731283.280000,23.182452
731283.610000,23.151292
731283.940000,23.153095
731284.270000,23.101695
731284.600000,23.088775
731284.930000,23.032596
731285.260000,23.008602
731285.590000,22.990788
731285.920000,22.964283
731286.250000,22.923048
731286.580000,22.874692
731286.910000,22.839903
731287.240000,22.794879
731287.570000,22.799516
731287.900000,22.738525
731288.230000,22.705871
731288.560000,22.664443
731288.890000,22.638980
731289.220000,22.602938
731289.550000,22.547095
731289.880000,22.501584
731290.210000,22.457182
731290.540000,22.426682
731290.870000,22.418787
731291.200000,22.372170
731291.530000,22.331591
731291.860000,22.295751
731292.190000,22.253686
731292.520000,22.203166
731292.850000,22.171325
731293.180000,22.132752
731293.510000,22.106944
731293.840000,22.054764
731294.170000,21.963269
731294.500000,21.937094
731294.830000,21.901326
731295.160000,21.867061
731295.490000,21.827859
731295.820000,21.799912
731296.150000,21.758810
731296.480000,21.701081
731296.810000,21.653696
731297.140000,21.589347
731297.470000,21.541665
731297.800000,21.508225
731298.130000,21.469176
731298.460000,21.404750
731298.790000,21.342770
731299.120000,21.309889
731299.450000,21.262913
731299.780000,21.217062
731300.110000,21.159127
731300.440000,21.121232
731300.770000,21.049974
731301.100000,21.018862
731301.430000,20.931133
731301.760000,20.916817
731302.090000,20.870539
731302.420000,20.845100
731302.750000,20.755176
731303.080000,20.730024
731303.410000,20.659036
731303.740000,20.631942
731304.070000,20.572922
731304.400000,20.522458
731304.730000,20.449161
731305.060000,20.409908
731305.390000,20.333162
731305.720000,20.291785
731306.050000,20.224506
731306.380000,20.198802
731306.710000,20.136882
