'LTU036THAPRG900',2010-07-15-23:00:00'
734506.5417,NaN
734506.5833,NaN
734506.625,NaN
734506.6667,NaN
734506.7083,NaN
734506.75,NaN
734506.7917,NaN
734506.8333,NaN
734506.875,NaN
734506.9167,NaN
734506.9583,NaN
734507,0.19
734507.0417,NaN
734507.0833,NaN
734507.125,NaN
734507.1667,NaN
734507.2083,NaN
734507.25,NaN
734507.2917,NaN
734507.3333,NaN
734507.375,NaN
734507.4167,NaN
734507.4583,NaN
734507.5,0.13
734507.5417,NaN
734507.5833,NaN
734507.625,NaN
734507.6667,NaN
734507.7083,NaN
734507.75,NaN
734507.7917,NaN
734507.8333,NaN
734507.875,NaN
734507.9167,NaN
734507.9583,NaN
734508,0.13
734508.0417,NaN
734508.0833,NaN
734508.125,NaN
734508.1667,NaN
734508.2083,NaN
734508.25,NaN
734508.2917,NaN
734508.3333,NaN
734508.375,NaN
734508.4167,NaN
734508.4583,NaN
734508.5,0.06
734508.5417,NaN
734508.5833,NaN
734508.625,NaN
734508.6667,NaN
734508.7083,NaN
734508.75,NaN
734508.7917,NaN
734508.8333,NaN
734508.875,NaN
734508.9167,NaN
734508.9583,NaN
734509,0.08
734509.0417,NaN
734509.0833,NaN
734509.125,NaN
734509.1667,NaN
734509.2083,NaN
734509.25,NaN
734509.2917,NaN
734509.3333,NaN
734509.375,NaN
734509.4167,NaN
734509.4583,NaN
734509.5,0.08
734509.5417,NaN
734509.5833,NaN
734509.625,NaN
734509.6667,NaN
734509.7083,NaN
734509.75,NaN
734509.7917,NaN
734509.8333,NaN
734509.875,NaN
734509.9167,NaN
734509.9583,NaN
734510,0.09
734510.0417,NaN
734510.0833,NaN
734510.125,NaN
734510.1667,NaN
734510.2083,NaN
734510.25,NaN
734510.2917,NaN
734510.3333,NaN
734510.375,NaN
734510.4167,NaN
734510.4583,NaN
734510.5,0.06
734510.5417,NaN
734510.5833,NaN
734510.625,NaN
734510.6667,NaN
734510.7083,NaN
734510.75,NaN
734510.7917,NaN
734510.8333,NaN
734510.875,NaN
734510.9167,NaN
734510.9583,NaN
734511,0.08
734511.0417,NaN
734511.0833,NaN
734511.125,NaN
734511.1667,NaN
734511.2083,NaN
734511.25,NaN
734511.2917,NaN
734511.3333,NaN
734511.375,NaN
734511.4167,NaN
734511.4583,NaN
734511.5,0.06
734511.5417,NaN
734511.5833,NaN
734511.625,NaN
734511.6667,NaN
734511.7083,NaN
734511.75,NaN
734511.7917,NaN
734511.8333,NaN
734511.875,NaN
734511.9167,NaN
734511.9583,NaN
734512,0.11
734512.0417,NaN
734512.0833,NaN
734512.125,NaN
734512.1667,NaN
734512.2083,NaN
734512.25,NaN
734512.2917,NaN
734512.3333,NaN
734512.375,NaN
734512.4167,NaN
734512.4583,NaN
734512.5,0.08
734512.5417,NaN
734512.5833,NaN
734512.625,NaN
734512.6667,NaN
734512.7083,NaN
734512.75,NaN
734512.7917,NaN
734512.8333,NaN
734512.875,NaN
734512.9167,NaN
734512.9583,NaN
734513,0.11
734513.0417,NaN
734513.0833,NaN
734513.125,NaN
734513.1667,NaN
734513.2083,NaN
734513.25,NaN
734513.2917,NaN
734513.3333,NaN
734513.375,NaN
734513.4167,NaN
734513.4583,NaN
734513.5,0.05
734513.5417,NaN
734513.5833,NaN
734513.625,NaN
734513.6667,NaN
734513.7083,NaN
734513.75,NaN
734513.7917,NaN
734513.8333,NaN
734513.875,NaN
734513.9167,NaN
734513.9583,NaN
734514,0.08
734514.0417,NaN
734514.0833,NaN
734514.125,NaN
734514.1667,NaN
734514.2083,NaN
734514.25,NaN
734514.2917,NaN
734514.3333,NaN
734514.375,NaN
734514.4167,NaN
734514.4583,NaN
734514.5,0.06
734514.5417,NaN
734514.5833,NaN
734514.625,NaN
734514.6667,NaN
734514.7083,NaN
734514.75,NaN
734514.7917,NaN
734514.8333,NaN
734514.875,NaN
734514.9167,NaN
734514.9583,NaN
734515,0.11
734515.0417,NaN
734515.0833,NaN
734515.125,NaN
734515.1667,NaN
734515.2083,NaN
734515.25,NaN
734515.2917,NaN
734515.3333,NaN
734515.375,NaN
734515.4167,NaN
734515.4583,NaN
734515.5,0.08
734515.5417,NaN
734515.5833,NaN
734515.625,NaN
734515.6667,NaN
734515.7083,NaN
734515.75,NaN
734515.7917,NaN
734515.8333,NaN
734515.875,NaN
734515.9167,NaN
734515.9583,NaN
734516,0.08
734516.0417,NaN
734516.0833,NaN
734516.125,NaN
734516.1667,NaN
734516.2083,NaN
734516.25,NaN
734516.2917,NaN
734516.3333,NaN
734516.375,NaN
734516.4167,NaN
734516.4583,NaN
734516.5,0.06
734516.5417,NaN
734516.5833,NaN
734516.625,NaN
734516.6667,NaN
734516.7083,NaN
734516.75,NaN
734516.7917,NaN
734516.8333,NaN
734516.875,NaN
734516.9167,NaN
734516.9583,NaN
734517,0.06
734517.0417,NaN
734517.0833,NaN
734517.125,NaN
734517.1667,NaN
734517.2083,NaN
734517.25,NaN
734517.2917,NaN
734517.3333,NaN
734517.375,NaN
734517.4167,NaN
734517.4583,NaN
734517.5,0.03
734517.5417,NaN
734517.5833,NaN
734517.625,NaN
734517.6667,NaN
734517.7083,NaN
734517.75,NaN
734517.7917,NaN
734517.8333,NaN
734517.875,NaN
734517.9167,NaN
734517.9583,NaN
734518,0.06
734518.0417,NaN
734518.0833,NaN
734518.125,NaN
734518.1667,NaN
734518.2083,NaN
734518.25,NaN
734518.2917,NaN
734518.3333,NaN
734518.375,NaN
734518.4167,NaN
734518.4583,NaN
734518.5,0.05
734518.5417,NaN
734518.5833,NaN
734518.625,NaN
734518.6667,NaN
734518.7083,NaN
734518.75,NaN
734518.7917,NaN
734518.8333,NaN
734518.875,NaN
734518.9167,NaN
734518.9583,NaN
734519,0.05
734519.0417,NaN
734519.0833,NaN
734519.125,NaN
734519.1667,NaN
734519.2083,NaN
734519.25,NaN
734519.2917,NaN
734519.3333,NaN
734519.375,NaN
734519.4167,NaN
734519.4583,NaN
734519.5,0.03
734519.5417,NaN
734519.5833,NaN
734519.625,NaN
734519.6667,NaN
734519.7083,NaN
734519.75,NaN
734519.7917,NaN
734519.8333,NaN
734519.875,NaN
734519.9167,NaN
734519.9583,NaN
734520,0.06
734520.0417,NaN
734520.0833,NaN
734520.125,NaN
734520.1667,NaN
734520.2083,NaN
734520.25,NaN
734520.2917,NaN
734520.3333,NaN
734520.375,NaN
734520.4167,NaN
734520.4583,NaN
734520.5,0.01
734520.5417,NaN
734520.5833,NaN
734520.625,NaN
734520.6667,NaN
734520.7083,NaN
734520.75,NaN
734520.7917,NaN
734520.8333,NaN
734520.875,NaN
734520.9167,NaN
734520.9583,NaN
734521,0.03
734521.0417,NaN
734521.0833,NaN
734521.125,NaN
734521.1667,NaN
734521.2083,NaN
734521.25,NaN
734521.2917,NaN
734521.3333,NaN
734521.375,NaN
734521.4167,NaN
734521.4583,NaN
734521.5,0.03
734521.5417,NaN
734521.5833,NaN
734521.625,NaN
734521.6667,NaN
734521.7083,NaN
734521.75,NaN
734521.7917,NaN
734521.8333,NaN
734521.875,NaN
734521.9167,NaN
734521.9583,NaN
734522,0.05
734522.0417,NaN
734522.0833,NaN
734522.125,NaN
734522.1667,NaN
734522.2083,NaN
734522.25,NaN
734522.2917,NaN
734522.3333,NaN
734522.375,NaN
734522.4167,NaN
734522.4583,NaN
734522.5,0.03
734522.5417,NaN
734522.5833,NaN
734522.625,NaN
734522.6667,NaN
734522.7083,NaN
734522.75,NaN
734522.7917,NaN
734522.8333,NaN
734522.875,NaN
734522.9167,NaN
734522.9583,NaN
734523,0.02
734523.0417,NaN
734523.0833,NaN
734523.125,NaN
734523.1667,NaN
734523.2083,NaN
734523.25,NaN
734523.2917,NaN
734523.3333,NaN
734523.375,NaN
734523.4167,NaN
734523.4583,NaN
734523.5,0.01
734523.5417,NaN
734523.5833,NaN
734523.625,NaN
734523.6667,NaN
734523.7083,NaN
734523.75,NaN
734523.7917,NaN
734523.8333,NaN
734523.875,NaN
734523.9167,NaN
734523.9583,NaN
734524,0.05
734524.0417,NaN
734524.0833,NaN
734524.125,NaN
734524.1667,NaN
734524.2083,NaN
734524.25,NaN
734524.2917,NaN
734524.3333,NaN
734524.375,NaN
734524.4167,NaN
734524.4583,NaN
734524.5,0.01
734524.5417,NaN
734524.5833,NaN
734524.625,NaN
734524.6667,NaN
734524.7083,NaN
734524.75,NaN
734524.7917,NaN
734524.8333,NaN
734524.875,NaN
734524.9167,NaN
734524.9583,NaN
734525,0.05
734525.0417,NaN
734525.0833,NaN
734525.125,NaN
734525.1667,NaN
734525.2083,NaN
734525.25,NaN
734525.2917,NaN
734525.3333,NaN
734525.375,NaN
734525.4167,NaN
734525.4583,NaN
734525.5,0.03
734525.5417,NaN
734525.5833,NaN
734525.625,NaN
734525.6667,NaN
734525.7083,NaN
734525.75,NaN
734525.7917,NaN
734525.8333,NaN
734525.875,NaN
734525.9167,NaN
734525.9583,NaN
734526,0.03
734526.0417,NaN
734526.0833,NaN
734526.125,NaN
734526.1667,NaN
734526.2083,NaN
734526.25,NaN
734526.2917,NaN
734526.3333,NaN
734526.375,NaN
734526.4167,NaN
734526.4583,NaN
734526.5,0.01
734526.5417,NaN
734526.5833,NaN
734526.625,NaN
734526.6667,NaN
734526.7083,NaN
734526.75,NaN
734526.7917,NaN
734526.8333,NaN
734526.875,NaN
734526.9167,NaN
734526.9583,NaN
734527,0.03
734527.0417,NaN
734527.0833,NaN
734527.125,NaN
734527.1667,NaN
734527.2083,NaN
734527.25,NaN
734527.2917,NaN
734527.3333,NaN
734527.375,NaN
734527.4167,NaN
734527.4583,NaN
734527.5,0.05
734527.5417,NaN
734527.5833,NaN
734527.625,NaN
734527.6667,NaN
734527.7083,NaN
734527.75,NaN
734527.7917,NaN
734527.8333,NaN
734527.875,NaN
734527.9167,NaN
734527.9583,NaN
734528,0.08
734528.0417,NaN
734528.0833,NaN
734528.125,NaN
734528.1667,NaN
734528.2083,NaN
734528.25,NaN
734528.2917,NaN
734528.3333,NaN
734528.375,NaN
734528.4167,NaN
734528.4583,NaN
734528.5,0.03
734528.5417,NaN
734528.5833,NaN
734528.625,NaN
734528.6667,NaN
734528.7083,NaN
734528.75,NaN
734528.7917,NaN
734528.8333,NaN
734528.875,NaN
734528.9167,NaN
734528.9583,NaN
734529,0.03
734529.0417,NaN
734529.0833,NaN
734529.125,NaN
734529.1667,NaN
734529.2083,NaN
734529.25,NaN
734529.2917,NaN
734529.3333,NaN
734529.375,NaN
734529.4167,NaN
734529.4583,NaN
734529.5,0.03
734529.5417,NaN
734529.5833,NaN
734529.625,NaN
734529.6667,NaN
734529.7083,NaN
734529.75,NaN
734529.7917,NaN
734529.8333,NaN
734529.875,NaN
734529.9167,NaN
734529.9583,NaN
734530,0.05
734530.0417,NaN
734530.0833,NaN
734530.125,NaN
734530.1667,NaN
734530.2083,NaN
734530.25,NaN
734530.2917,NaN
734530.3333,NaN
734530.375,NaN
734530.4167,NaN
734530.4583,NaN
734530.5,0.01
734530.5417,NaN
734530.5833,NaN
734530.625,NaN
734530.6667,NaN
734530.7083,NaN
734530.75,NaN
734530.7917,NaN
734530.8333,NaN
734530.875,NaN
734530.9167,NaN
734530.9583,NaN
734531,0.05
734531.0417,NaN
734531.0833,NaN
734531.125,NaN
734531.1667,NaN
734531.2083,NaN
734531.25,NaN
734531.2917,NaN
734531.3333,NaN
734531.375,NaN
734531.4167,NaN
734531.4583,NaN
734531.5,0.05
734531.5417,NaN
734531.5833,NaN
734531.625,NaN
734531.6667,NaN
734531.7083,NaN
734531.75,NaN
734531.7917,NaN
734531.8333,NaN
734531.875,NaN
734531.9167,NaN
734531.9583,NaN
734532,0.05
734532.0417,NaN
734532.0833,NaN
734532.125,NaN
734532.1667,NaN
734532.2083,NaN
734532.25,NaN
734532.2917,NaN
734532.3333,NaN
734532.375,NaN
734532.4167,NaN
734532.4583,NaN
734532.5,0.05
734532.5417,NaN
734532.5833,NaN
734532.625,NaN
734532.6667,NaN
734532.7083,NaN
734532.75,NaN
734532.7917,NaN
734532.8333,NaN
734532.875,NaN
734532.9167,NaN
734532.9583,NaN
734533,0.05
734533.0417,NaN
734533.0833,NaN
734533.125,NaN
734533.1667,NaN
734533.2083,NaN
734533.25,NaN
734533.2917,NaN
734533.3333,NaN
734533.375,NaN
734533.4167,NaN
734533.4583,NaN
734533.5,0.05
734533.5417,NaN
734533.5833,NaN
734533.625,NaN
734533.6667,NaN
734533.7083,NaN
734533.75,NaN
734533.7917,NaN
734533.8333,NaN
734533.875,NaN
734533.9167,NaN
734533.9583,NaN
734534,0.05
734534.0417,NaN
734534.0833,NaN
734534.125,NaN
734534.1667,NaN
734534.2083,NaN
734534.25,NaN
734534.2917,NaN
734534.3333,NaN
734534.375,NaN
734534.4167,NaN
734534.4583,NaN
734534.5,0.03
734534.5417,NaN
734534.5833,NaN
734534.625,NaN
734534.6667,NaN
734534.7083,NaN
734534.75,NaN
734534.7917,NaN
734534.8333,NaN
734534.875,NaN
734534.9167,NaN
734534.9583,NaN
734535,0.03
734535.0417,NaN
734535.0833,NaN
734535.125,NaN
734535.1667,NaN
734535.2083,NaN
734535.25,NaN
734535.2917,NaN
734535.3333,NaN
734535.375,NaN
734535.4167,NaN
734535.4583,NaN
734535.5,0.05
734535.5417,NaN
734535.5833,NaN
734535.625,NaN
734535.6667,NaN
734535.7083,NaN
734535.75,NaN
734535.7917,NaN
734535.8333,NaN
734535.875,NaN
734535.9167,NaN
734535.9583,NaN
734536,0.05
734536.0417,NaN
734536.0833,NaN
734536.125,NaN
734536.1667,NaN
734536.2083,NaN
734536.25,NaN
734536.2917,NaN
734536.3333,NaN
734536.375,NaN
734536.4167,NaN
734536.4583,NaN
734536.5,0.03
734536.5417,NaN
734536.5833,NaN
734536.625,NaN
734536.6667,NaN
734536.7083,NaN
734536.75,NaN
734536.7917,NaN
734536.8333,NaN
734536.875,NaN
734536.9167,NaN
734536.9583,NaN
734537,0.05
734537.0417,NaN
734537.0833,NaN
734537.125,NaN
734537.1667,NaN
734537.2083,NaN
734537.25,NaN
734537.2917,NaN
734537.3333,NaN
734537.375,NaN
734537.4167,NaN
734537.4583,NaN
734537.5,0.03
734537.5417,NaN
734537.5833,NaN
734537.625,NaN
734537.6667,NaN
734537.7083,NaN
734537.75,NaN
734537.7917,NaN
734537.8333,NaN
734537.875,NaN
734537.9167,NaN
734537.9583,NaN
734538,0.06
734538.0417,NaN
734538.0833,NaN
734538.125,NaN
734538.1667,NaN
734538.2083,NaN
734538.25,NaN
734538.2917,NaN
734538.3333,NaN
734538.375,NaN
734538.4167,NaN
734538.4583,NaN
734538.5,0.05
734538.5417,NaN
734538.5833,NaN
734538.625,NaN
734538.6667,NaN
734538.7083,NaN
734538.75,NaN
734538.7917,NaN
734538.8333,NaN
734538.875,NaN
734538.9167,NaN
734538.9583,NaN
734539,0.06
734539.0417,NaN
734539.0833,NaN
734539.125,NaN
734539.1667,NaN
734539.2083,NaN
734539.25,NaN
734539.2917,NaN
734539.3333,NaN
734539.375,NaN
734539.4167,NaN
734539.4583,NaN
734539.5,0.08
734539.5417,NaN
734539.5833,NaN
734539.625,NaN
734539.6667,NaN
734539.7083,NaN
734539.75,NaN
734539.7917,NaN
734539.8333,NaN
734539.875,NaN
734539.9167,NaN
734539.9583,NaN
734540,0.08
734540.0417,NaN
734540.0833,NaN
734540.125,NaN
734540.1667,NaN
734540.2083,NaN
734540.25,NaN
734540.2917,NaN
734540.3333,NaN
734540.375,NaN
734540.4167,NaN
734540.4583,NaN
734540.5,0.06
734540.5417,NaN
734540.5833,NaN
734540.625,NaN
734540.6667,NaN
734540.7083,NaN
734540.75,NaN
734540.7917,NaN
734540.8333,NaN
734540.875,NaN
734540.9167,NaN
734540.9583,NaN
734541,0.09
734541.0417,NaN
734541.0833,NaN
734541.125,NaN
734541.1667,NaN
734541.2083,NaN
734541.25,NaN
734541.2917,NaN
734541.3333,NaN
734541.375,NaN
734541.4167,NaN
734541.4583,NaN
734541.5,0.08
734541.5417,NaN
734541.5833,NaN
734541.625,NaN
734541.6667,NaN
734541.7083,NaN
734541.75,NaN
734541.7917,NaN
734541.8333,NaN
734541.875,NaN
734541.9167,NaN
734541.9583,NaN
734542,0.05
734542.0417,NaN
734542.0833,NaN
734542.125,NaN
734542.1667,NaN
734542.2083,NaN
734542.25,NaN
734542.2917,NaN
734542.3333,NaN
734542.375,NaN
734542.4167,NaN
734542.4583,NaN
734542.5,-0.02
734542.5417,NaN
734542.5833,NaN
734542.625,NaN
734542.6667,NaN
734542.7083,NaN
734542.75,NaN
734542.7917,NaN
734542.8333,NaN
734542.875,NaN
734542.9167,NaN
734542.9583,NaN
734543,0.05
734543.0417,NaN
734543.0833,NaN
734543.125,NaN
734543.1667,NaN
734543.2083,NaN
734543.25,NaN
734543.2917,NaN
734543.3333,NaN
734543.375,NaN
734543.4167,NaN
734543.4583,NaN
734543.5,0.01
734543.5417,NaN
734543.5833,NaN
734543.625,NaN
734543.6667,NaN
734543.7083,NaN
734543.75,NaN
734543.7917,NaN
734543.8333,NaN
734543.875,NaN
734543.9167,NaN
734543.9583,NaN
734544,0.03
734544.0417,NaN
734544.0833,NaN
734544.125,NaN
734544.1667,NaN
734544.2083,NaN
734544.25,NaN
734544.2917,NaN
734544.3333,NaN
734544.375,NaN
734544.4167,NaN
734544.4583,NaN
734544.5,0.03
734544.5417,NaN
734544.5833,NaN
734544.625,NaN
734544.6667,NaN
734544.7083,NaN
734544.75,NaN
734544.7917,NaN
734544.8333,NaN
734544.875,NaN
734544.9167,NaN
734544.9583,NaN
734545,0.05
734545.0417,NaN
734545.0833,NaN
734545.125,NaN
734545.1667,NaN
734545.2083,NaN
734545.25,NaN
734545.2917,NaN
734545.3333,NaN
734545.375,NaN
734545.4167,NaN
734545.4583,NaN
734545.5,0.06
734545.5417,NaN
734545.5833,NaN
734545.625,NaN
734545.6667,NaN
734545.7083,NaN
734545.75,NaN
734545.7917,NaN
734545.8333,NaN
734545.875,NaN
734545.9167,NaN
734545.9583,NaN
734546,0.11
734546.0417,NaN
734546.0833,NaN
734546.125,NaN
734546.1667,NaN
734546.2083,NaN
734546.25,NaN
734546.2917,NaN
734546.3333,NaN
734546.375,NaN
734546.4167,NaN
734546.4583,NaN
734546.5,0.05
734546.5417,NaN
734546.5833,NaN
734546.625,NaN
734546.6667,NaN
734546.7083,NaN
734546.75,NaN
734546.7917,NaN
734546.8333,NaN
734546.875,NaN
734546.9167,NaN
734546.9583,NaN
734547,0.08
734547.0417,NaN
734547.0833,NaN
734547.125,NaN
734547.1667,NaN
734547.2083,NaN
734547.25,NaN
734547.2917,NaN
734547.3333,NaN
734547.375,NaN
734547.4167,NaN
734547.4583,NaN
734547.5,0.03
734547.5417,NaN
734547.5833,NaN
734547.625,NaN
734547.6667,NaN
734547.7083,NaN
734547.75,NaN
734547.7917,NaN
734547.8333,NaN
734547.875,NaN
734547.9167,NaN
734547.9583,NaN
734548,0.08
734548.0417,NaN
734548.0833,NaN
734548.125,NaN
734548.1667,NaN
734548.2083,NaN
734548.25,NaN
734548.2917,NaN
734548.3333,NaN
734548.375,NaN
734548.4167,NaN
734548.4583,NaN
734548.5,0.03
734548.5417,NaN
734548.5833,NaN
734548.625,NaN
734548.6667,NaN
734548.7083,NaN
734548.75,NaN
734548.7917,NaN
734548.8333,NaN
734548.875,NaN
734548.9167,NaN
734548.9583,NaN
734549,0.08
734549.0417,NaN
734549.0833,NaN
734549.125,NaN
734549.1667,NaN
734549.2083,NaN
734549.25,NaN
734549.2917,NaN
734549.3333,NaN
734549.375,NaN
734549.4167,NaN
734549.4583,NaN
734549.5,0.06
734549.5417,NaN
734549.5833,NaN
734549.625,NaN
734549.6667,NaN
734549.7083,NaN
734549.75,NaN
734549.7917,NaN
734549.8333,NaN
734549.875,NaN
734549.9167,NaN
734549.9583,NaN
734550,0.08
734550.0417,NaN
734550.0833,NaN
734550.125,NaN
734550.1667,NaN
734550.2083,NaN
734550.25,NaN
734550.2917,NaN
734550.3333,NaN
734550.375,NaN
734550.4167,NaN
734550.4583,NaN
734550.5,0.06
734550.5417,NaN
734550.5833,NaN
734550.625,NaN
734550.6667,NaN
734550.7083,NaN
734550.75,NaN
734550.7917,NaN
734550.8333,NaN
734550.875,NaN
734550.9167,NaN
734550.9583,NaN
734551,0.06
734551.0417,NaN
734551.0833,NaN
734551.125,NaN
734551.1667,NaN
734551.2083,NaN
734551.25,NaN
734551.2917,NaN
734551.3333,NaN
734551.375,NaN
734551.4167,NaN
734551.4583,NaN
734551.5,0.05
734551.5417,NaN
734551.5833,NaN
734551.625,NaN
734551.6667,NaN
734551.7083,NaN
734551.75,NaN
734551.7917,NaN
734551.8333,NaN
734551.875,NaN
734551.9167,NaN
734551.9583,NaN
734552,0.08
734552.0417,NaN
734552.0833,NaN
734552.125,NaN
734552.1667,NaN
734552.2083,NaN
734552.25,NaN
734552.2917,NaN
734552.3333,NaN
734552.375,NaN
734552.4167,NaN
734552.4583,NaN
734552.5,0.06
734552.5417,NaN
734552.5833,NaN
734552.625,NaN
734552.6667,NaN
734552.7083,NaN
734552.75,NaN
734552.7917,NaN
734552.8333,NaN
734552.875,NaN
734552.9167,NaN
734552.9583,NaN
734553,0.09
734553.0417,NaN
734553.0833,NaN
734553.125,NaN
734553.1667,NaN
734553.2083,NaN
734553.25,NaN
734553.2917,NaN
734553.3333,NaN
734553.375,NaN
734553.4167,NaN
734553.4583,NaN
734553.5,0.05
734553.5417,NaN
734553.5833,NaN
734553.625,NaN
734553.6667,NaN
734553.7083,NaN
734553.75,NaN
734553.7917,NaN
734553.8333,NaN
734553.875,NaN
734553.9167,NaN
734553.9583,NaN
734554,0.09
734554.0417,NaN
734554.0833,NaN
734554.125,NaN
734554.1667,NaN
734554.2083,NaN
734554.25,NaN
734554.2917,NaN
734554.3333,NaN
734554.375,NaN
734554.4167,NaN
734554.4583,NaN
734554.5,0.06
734554.5417,NaN
734554.5833,NaN
734554.625,NaN
734554.6667,NaN
734554.7083,NaN
734554.75,NaN
734554.7917,NaN
734554.8333,NaN
734554.875,NaN
734554.9167,NaN
734554.9583,NaN
734555,0.06
734555.0417,NaN
734555.0833,NaN
734555.125,NaN
734555.1667,NaN
734555.2083,NaN
734555.25,NaN
734555.2917,NaN
734555.3333,NaN
734555.375,NaN
734555.4167,NaN
734555.4583,NaN
734555.5,0.05
734555.5417,NaN
734555.5833,NaN
734555.625,NaN
734555.6667,NaN
734555.7083,NaN
734555.75,NaN
734555.7917,NaN
734555.8333,NaN
734555.875,NaN
734555.9167,NaN
734555.9583,NaN
734556,0.06
734556.0417,NaN
734556.0833,NaN
734556.125,NaN
734556.1667,NaN
734556.2083,NaN
734556.25,NaN
734556.2917,NaN
734556.3333,NaN
734556.375,NaN
734556.4167,NaN
734556.4583,NaN
734556.5,0.01
734556.5417,NaN
734556.5833,NaN
734556.625,NaN
734556.6667,NaN
734556.7083,NaN
734556.75,NaN
734556.7917,NaN
734556.8333,NaN
734556.875,NaN
734556.9167,NaN
734556.9583,NaN
734557,0.09
734557.0417,NaN
734557.0833,NaN
734557.125,NaN
734557.1667,NaN
734557.2083,NaN
734557.25,NaN
734557.2917,NaN
734557.3333,NaN
734557.375,NaN
734557.4167,NaN
734557.4583,NaN
734557.5,0.01
734557.5417,NaN
734557.5833,NaN
734557.625,NaN
734557.6667,NaN
734557.7083,NaN
734557.75,NaN
734557.7917,NaN
734557.8333,NaN
734557.875,NaN
734557.9167,NaN
734557.9583,NaN
734558,0.06
734558.0417,NaN
734558.0833,NaN
734558.125,NaN
734558.1667,NaN
734558.2083,NaN
734558.25,NaN
734558.2917,NaN
734558.3333,NaN
734558.375,NaN
734558.4167,NaN
734558.4583,NaN
734558.5,0.06
734558.5417,NaN
734558.5833,NaN
734558.625,NaN
734558.6667,NaN
734558.7083,NaN
734558.75,NaN
734558.7917,NaN
734558.8333,NaN
734558.875,NaN
734558.9167,NaN
734558.9583,NaN
734559,0.08
734559.0417,NaN
734559.0833,NaN
734559.125,NaN
734559.1667,NaN
734559.2083,NaN
734559.25,NaN
734559.2917,NaN
734559.3333,NaN
734559.375,NaN
734559.4167,NaN
734559.4583,NaN
734559.5,0.05
734559.5417,NaN
734559.5833,NaN
734559.625,NaN
734559.6667,NaN
734559.7083,NaN
734559.75,NaN
734559.7917,NaN
734559.8333,NaN
734559.875,NaN
734559.9167,NaN
734559.9583,NaN
734560,0.09
734560.0417,NaN
734560.0833,NaN
734560.125,NaN
734560.1667,NaN
734560.2083,NaN
734560.25,NaN
734560.2917,NaN
734560.3333,NaN
734560.375,NaN
734560.4167,NaN
734560.4583,NaN
734560.5,0.09
734560.5417,NaN
734560.5833,NaN
734560.625,NaN
734560.6667,NaN
734560.7083,NaN
734560.75,NaN
734560.7917,NaN
734560.8333,NaN
734560.875,NaN
734560.9167,NaN
734560.9583,NaN
734561,0.09
734561.0417,NaN
734561.0833,NaN
734561.125,NaN
734561.1667,NaN
734561.2083,NaN
734561.25,NaN
734561.2917,NaN
734561.3333,NaN
734561.375,NaN
734561.4167,NaN
734561.4583,NaN
734561.5,0.05
734561.5417,NaN
734561.5833,NaN
734561.625,NaN
734561.6667,NaN
734561.7083,NaN
734561.75,NaN
734561.7917,NaN
734561.8333,NaN
734561.875,NaN
734561.9167,NaN
734561.9583,NaN
734562,0.08
734562.0417,NaN
734562.0833,NaN
734562.125,NaN
734562.1667,NaN
734562.2083,NaN
734562.25,NaN
734562.2917,NaN
734562.3333,NaN
734562.375,NaN
734562.4167,NaN
734562.4583,NaN
734562.5,0.01
734562.5417,NaN
734562.5833,NaN
734562.625,NaN
734562.6667,NaN
734562.7083,NaN
734562.75,NaN
734562.7917,NaN
734562.8333,NaN
734562.875,NaN
734562.9167,NaN
734562.9583,NaN
734563,0.05
734563.0417,NaN
734563.0833,NaN
734563.125,NaN
734563.1667,NaN
734563.2083,NaN
734563.25,NaN
734563.2917,NaN
734563.3333,NaN
734563.375,NaN
734563.4167,NaN
734563.4583,NaN
734563.5,0.05
734563.5417,NaN
734563.5833,NaN
734563.625,NaN
734563.6667,NaN
734563.7083,NaN
734563.75,NaN
734563.7917,NaN
734563.8333,NaN
734563.875,NaN
734563.9167,NaN
734563.9583,NaN
734564,0.06
734564.0417,NaN
734564.0833,NaN
734564.125,NaN
734564.1667,NaN
734564.2083,NaN
734564.25,NaN
734564.2917,NaN
734564.3333,NaN
734564.375,NaN
734564.4167,NaN
734564.4583,NaN
734564.5,0.08
734564.5417,NaN
734564.5833,NaN
734564.625,NaN
734564.6667,NaN
734564.7083,NaN
734564.75,NaN
734564.7917,NaN
734564.8333,NaN
734564.875,NaN
734564.9167,NaN
734564.9583,NaN
734565,0.06
734565.0417,NaN
734565.0833,NaN
734565.125,NaN
734565.1667,NaN
734565.2083,NaN
734565.25,NaN
734565.2917,NaN
734565.3333,NaN
734565.375,NaN
734565.4167,NaN
734565.4583,NaN
734565.5,0.03
734565.5417,NaN
734565.5833,NaN
734565.625,NaN
734565.6667,NaN
734565.7083,NaN
734565.75,NaN
734565.7917,NaN
734565.8333,NaN
734565.875,NaN
734565.9167,NaN
734565.9583,NaN
734566,0.05
734566.0417,NaN
734566.0833,NaN
734566.125,NaN
734566.1667,NaN
734566.2083,NaN
734566.25,NaN
734566.2917,NaN
734566.3333,NaN
734566.375,NaN
734566.4167,NaN
734566.4583,NaN
734566.5,0.05
734566.5417,NaN
734566.5833,NaN
734566.625,NaN
734566.6667,NaN
734566.7083,NaN
734566.75,NaN
734566.7917,NaN
734566.8333,NaN
734566.875,NaN
734566.9167,NaN
734566.9583,NaN
734567,0.05
734567.0417,NaN
734567.0833,NaN
734567.125,NaN
734567.1667,NaN
734567.2083,NaN
734567.25,NaN
